adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_original,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt
FRA,76,Occitanie,2020-03-17,40,311,311,5924858,304,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-18,49,371,371,5924858,350,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-19,60,444,444,5924858,387,1,1,.67000002,.7143247921,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-20,73,537,537,5924858,418,1,1,.67000002,.7143247921,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-21,88,611,611,5924858,459,1,1,.67000002,.7143247921,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-22,107,671,671,5924858,491,1,1,.67000002,.7143247921,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-23,130,767,767,5924858,561,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-24,158,900,900,5924858,622,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-25,192,1082,1082,5924858,681,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-26,,,,5924858,750,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-27,,,,5924858,825,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-28,,,,5924858,957,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-29,,,,5924858,1079,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-30,,,,5924858,1215,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-03-31,,,,5924858,1328,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-04-01,,,,5924858,1431,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-04-02,,,,5924858,1540,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-04-03,,,,5924858,1622,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-04-04,,,,5924858,1691,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-04-05,,,,5924858,1762,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,76,Occitanie,2020-04-06,,,,5924858,1840,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-02-15,6,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-16,7,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-17,7,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-18,8,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-19,9,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-20,9,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-21,10,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-22,11,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-23,12,6,6,8032377,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-24,13,6,6,8032377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-25,14,7,7,8032377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-26,16,8,8,8032377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-27,17,11,11,8032377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-28,19,11,11,8032377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,84,AuvergneRhôneAlpes,2020-02-29,20,,17,8032377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,84,AuvergneRhôneAlpes,2020-03-01,22,,22,8032377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,84,AuvergneRhôneAlpes,2020-03-02,24,37,37,8032377,10,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-03,26,40,40,8032377,12,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-04,29,49,49,8032377,14,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-05,31,64,64,8032377,15,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-06,34,75,75,8032377,18,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-07,38,102,102,8032377,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-08,41,146,146,8032377,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-09,45,182,182,8032377,39,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-10,49,211,211,8032377,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-11,53,264,264,8032377,66,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-12,58,329,329,8032377,93,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-13,63,416,416,8032377,130,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-14,69,454,454,8032377,170,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-15,75,523,523,8032377,199,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.1031332
FRA,84,AuvergneRhôneAlpes,2020-03-16,82,618,618,8032377,245,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-17,90,710,710,8032377,307,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-18,98,858,858,8032377,364,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-19,107,1014,1014,8032377,446,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-20,117,1101,1101,8032377,563,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-21,127,1266,1266,8032377,668,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-22,139,1431,1431,8032377,788,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-23,152,1730,1730,8032377,1008,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-24,165,1857,1857,8032377,1229,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-25,180,2093,2093,8032377,1466,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-26,,,,8032377,1734,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-27,,,,8032377,2076,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-28,,,,8032377,2308,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-29,,,,8032377,2508,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-30,,,,8032377,2778,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-03-31,,,,8032377,3008,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-04-01,,,,8032377,3163,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-04-02,,,,8032377,3326,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-04-03,,,,8032377,3513,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-04-04,,,,8032377,3648,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-04-05,,,,8032377,3758,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,84,AuvergneRhôneAlpes,2020-04-06,,,,8032377,3907,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-02-15,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-16,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-17,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-18,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-19,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-20,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-21,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-22,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-23,0,0,0,5055651,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-24,0,0,0,5055651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-25,0,0,0,5055651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-26,0,0,0,5055651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-27,1,1,1,5055651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-28,1,4,4,5055651,4,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,93,Paca,2020-02-29,2,,3,5055651,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,93,Paca,2020-03-01,2,,4,5055651,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,93,Paca,2020-03-02,2,9,9,5055651,10,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,93,Paca,2020-03-03,3,10,10,5055651,16,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,93,Paca,2020-03-04,4,13,13,5055651,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148
FRA,93,Paca,2020-03-05,5,18,18,5055651,34,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148
FRA,93,Paca,2020-03-06,6,26,26,5055651,56,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148
FRA,93,Paca,2020-03-07,7,38,38,5055651,75,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148
FRA,93,Paca,2020-03-08,9,52,52,5055651,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818
FRA,93,Paca,2020-03-09,11,72,72,5055651,135,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818
FRA,93,Paca,2020-03-10,67,89,89,5055651,157,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818
FRA,93,Paca,2020-03-11,17,111,111,5055651,200,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.614818
FRA,93,Paca,2020-03-12,22,147,147,5055651,220,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.614818
FRA,93,Paca,2020-03-13,27,212,212,5055651,277,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.614818
FRA,93,Paca,2020-03-14,34,281,281,5055651,318,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.614818
FRA,93,Paca,2020-03-15,42,330,330,5055651,357,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.614818
FRA,93,Paca,2020-03-16,53,405,405,5055651,401,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1
FRA,93,Paca,2020-03-17,66,478,478,5055651,459,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-18,82,574,574,5055651,515,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-19,102,693,693,5055651,585,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-20,127,826,826,5055651,667,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-21,158,1041,1041,5055651,759,1,1,.67000002,.883502887,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-22,197,1372,1372,5055651,849,1,1,.67000002,.883502887,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-23,246,1510,1510,5055651,994,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-24,306,1595,1595,5055651,1112,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-25,382,1927,1927,5055651,1251,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-26,,,,5055651,1403,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-27,,,,5055651,1607,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-28,,,,5055651,1789,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-29,,,,5055651,1941,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-30,,,,5055651,2108,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-03-31,,,,5055651,2244,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-04-01,,,,5055651,2383,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-04-02,,,,5055651,2513,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-04-03,,,,5055651,2662,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-04-04,,,,5055651,2764,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-04-05,,,,5055651,2859,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,93,Paca,2020-04-06,,,,5055651,2968,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-02-15,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-16,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-17,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-18,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-19,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-20,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-21,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-22,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-23,0,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-24,0,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-25,0,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-26,0,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-27,0,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-28,0,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,94,Corse,2020-02-29,,,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-01,,,0,344679,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-02,0,0,0,344679,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-03,0,0,0,344679,17,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-04,0,0,0,344679,24,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-05,3,3,3,344679,31,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-06,3,3,3,344679,58,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-07,4,5,5,344679,79,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,94,Corse,2020-03-08,4,5,5,344679,94,1,.4712239504,0,0,0,1,.4712239504,0,0,0,0,1,0,1000,1,.471224
FRA,94,Corse,2020-03-09,5,28,28,344679,107,1,.4712239504,0,0,0,1,.4712239504,0,0,0,0,1,0,1000,1,.471224
FRA,94,Corse,2020-03-10,5,42,42,344679,121,1,.4712239504,0,0,0,1,.4712239504,0,0,0,0,1,0,1000,1,.471224
FRA,94,Corse,2020-03-11,6,51,51,344679,140,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,1000,1,.471224
FRA,94,Corse,2020-03-12,6,64,64,344679,166,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,1000,1,.471224
FRA,94,Corse,2020-03-13,7,85,85,344679,204,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,100,1,.471224
FRA,94,Corse,2020-03-14,8,106,106,344679,224,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,100,1,.471224
FRA,94,Corse,2020-03-15,9,115,115,344679,259,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,1,1,1,100,1,.471224
FRA,94,Corse,2020-03-16,10,126,126,344679,294,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,1,1,1,100,1,1
FRA,94,Corse,2020-03-17,11,145,145,344679,327,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-18,12,152,152,344679,354,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-19,13,162,162,344679,393,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-20,15,168,168,344679,432,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-21,17,173,173,344679,456,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-22,19,183,183,344679,496,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-23,21,194,194,344679,587,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-24,199,217,217,344679,682,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-25,26,225,225,344679,729,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-26,,,,344679,796,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-27,,,,344679,864,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-28,,,,344679,905,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-29,,,,344679,949,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-30,,,,344679,1002,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-03-31,,,,344679,1042,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-04-01,,,,344679,1089,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-04-02,,,,344679,1132,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-04-03,,,,344679,1160,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-04-04,,,,344679,1165,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-04-05,,,,344679,1179,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
FRA,94,Corse,2020-04-06,,,,344679,1199,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
