date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_original,cum_confirmed_cases_imputed,population
2020-02-19,IRN,Alborz,0,0,0,0,0,0,0,0,0.0,0.0,0,2712400.0
2020-02-20,IRN,Alborz,0,0,0,0,0,0,0,0,0.0,0.0,0,2712400.0
2020-02-21,IRN,Alborz,0,0,0,0,0,0,0,0,0.0,0.0,0,2712400.0
2020-02-22,IRN,Alborz,0,0,1,0,0,0,0,0,0.0,0.0,0,2712400.0
2020-02-23,IRN,Alborz,1,0,1,0,0,0,0,0,0.0,0.0,0,2712400.0
2020-02-24,IRN,Alborz,1,0,1,1,0,0,0,0,0.0,0.0,0,2712400.0
2020-02-25,IRN,Alborz,1,0,1,1,0,0,0,0,2,2.0,2,2712400.0
2020-02-26,IRN,Alborz,1,0,1,1,0,0,0,0,4,2.0,2,2712400.0
2020-02-27,IRN,Alborz,1,0,1,1,0,0,0,0,7,5.0,5,2712400.0
2020-02-28,IRN,Alborz,1,0,1,1,0,0,0,0,11,8.0,8,2712400.0
2020-02-29,IRN,Alborz,1,0,1,1,0,0,0,0,15,16.0,16,2712400.0
2020-03-01,IRN,Alborz,1,1,1,1,0,0,0,0,19,47.0,47,2712400.0
2020-03-02,IRN,Alborz,1,1,1,1,0,0,0,0,25,,89,2712400.0
2020-03-03,IRN,Alborz,1,1,1,1,1,0,0,0,32,,156,2712400.0
2020-03-04,IRN,Alborz,1,1,1,1,1,0,0,0,40,66.0,175,2712400.0
2020-03-05,IRN,Alborz,1,1,1,1,1,0,0,0,49,127.0,236,2712400.0
2020-03-06,IRN,Alborz,1,1,1,1,1,0,0,0,61,256.0,365,2712400.0
2020-03-07,IRN,Alborz,1,1,1,1,1,0,0,0,74,259.0,368,2712400.0
2020-03-08,IRN,Alborz,1,1,1,1,1,0,0,0,90,261.0,370,2712400.0
2020-03-09,IRN,Alborz,1,1,1,1,1,0,0,0,109,261.0,370,2712400.0
2020-03-10,IRN,Alborz,1,1,1,1,1,0,0,0,132,293.0,402,2712400.0
2020-03-11,IRN,Alborz,1,1,1,1,1,0,0,0,159,338.0,447,2712400.0
2020-03-12,IRN,Alborz,1,1,1,1,1,0,0,0,191,412.0,521,2712400.0
2020-03-13,IRN,Alborz,1,1,1,1,1,1,1,0,229,418.0,527,2712400.0
2020-03-14,IRN,Alborz,1,1,1,1,1,1,1,0,274,552.0,661,2712400.0
2020-03-15,IRN,Alborz,1,1,1,1,1,1,1,0,328,619.0,728,2712400.0
2020-03-16,IRN,Alborz,1,1,1,1,1,1,1,0,393,668.0,777,2712400.0
2020-03-17,IRN,Alborz,1,1,1,1,1,1,1,0,469,784.0,893,2712400.0
2020-03-18,IRN,Alborz,1,1,1,1,1,1,1,0,560,860.0,969,2712400.0
2020-03-19,IRN,Alborz,1,1,1,1,1,1,1,0,668,921.0,1030,2712400.0
2020-03-20,IRN,Alborz,1,1,1,1,1,1,1,0,796,1016.0,1125,2712400.0
2020-03-21,IRN,Alborz,1,1,1,1,1,1,1,0,949,1071.0,1180,2712400.0
2020-03-22,IRN,Alborz,1,1,1,1,1,1,1,0,1131,1131.0,1240,2712400.0
2020-02-19,IRN,Ardebil,0,0,0,0,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-20,IRN,Ardebil,0,0,0,0,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-21,IRN,Ardebil,0,0,0,0,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-22,IRN,Ardebil,0,0,1,0,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-23,IRN,Ardebil,1,0,1,0,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-24,IRN,Ardebil,1,0,1,1,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-25,IRN,Ardebil,1,0,1,1,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-26,IRN,Ardebil,1,0,1,1,0,0,0,0,0.0,0.0,0,1270420.0
2020-02-27,IRN,Ardebil,1,0,1,1,0,0,0,0,5,5.0,5,1270420.0
2020-02-28,IRN,Ardebil,1,0,1,1,0,0,0,0,10,6.0,6,1270420.0
2020-02-29,IRN,Ardebil,1,0,1,1,0,0,0,0,16,9.0,9,1270420.0
2020-03-01,IRN,Ardebil,1,1,1,1,0,0,0,0,22,9.0,9,1270420.0
2020-03-02,IRN,Ardebil,1,1,1,1,0,0,0,0,28,,9,1270420.0
2020-03-03,IRN,Ardebil,1,1,1,1,1,0,0,0,35,,9,1270420.0
2020-03-04,IRN,Ardebil,1,1,1,1,1,0,0,0,42,9.0,9,1270420.0
2020-03-05,IRN,Ardebil,1,1,1,1,1,0,0,0,50,26.0,26,1270420.0
2020-03-06,IRN,Ardebil,1,1,1,1,1,0,0,0,58,37.0,37,1270420.0
2020-03-07,IRN,Ardebil,1,1,1,1,1,0,0,0,67,38.0,38,1270420.0
2020-03-08,IRN,Ardebil,1,1,1,1,1,0,0,0,76,47.0,47,1270420.0
2020-03-09,IRN,Ardebil,1,1,1,1,1,0,0,0,86,69.0,69,1270420.0
2020-03-10,IRN,Ardebil,1,1,1,1,1,0,0,0,96,88.0,88,1270420.0
2020-03-11,IRN,Ardebil,1,1,1,1,1,0,0,0,107,89.0,89,1270420.0
2020-03-12,IRN,Ardebil,1,1,1,1,1,0,0,0,119,103.0,103,1270420.0
2020-03-13,IRN,Ardebil,1,1,1,1,1,1,1,0,132,118.0,118,1270420.0
2020-03-14,IRN,Ardebil,1,1,1,1,1,1,1,0,145,151.0,151,1270420.0
2020-03-15,IRN,Ardebil,1,1,1,1,1,1,1,0,159,151.0,151,1270420.0
2020-03-16,IRN,Ardebil,1,1,1,1,1,1,1,0,174,181.0,181,1270420.0
2020-03-17,IRN,Ardebil,1,1,1,1,1,1,1,0,190,200.0,200,1270420.0
2020-03-18,IRN,Ardebil,1,1,1,1,1,1,1,0,207,210.0,210,1270420.0
2020-03-19,IRN,Ardebil,1,1,1,1,1,1,1,0,225,226.0,226,1270420.0
2020-03-20,IRN,Ardebil,1,1,1,1,1,1,1,0,244,261.0,261,1270420.0
2020-03-21,IRN,Ardebil,1,1,1,1,1,1,1,0,264,267.0,267,1270420.0
2020-03-22,IRN,Ardebil,1,1,1,1,1,1,1,0,286,286.0,286,1270420.0
2020-02-19,IRN,Bushehr,0,0,0,0,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-20,IRN,Bushehr,0,0,0,0,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-21,IRN,Bushehr,0,0,0,0,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-22,IRN,Bushehr,0,0,1,0,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-23,IRN,Bushehr,0,0,1,0,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-24,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-25,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-26,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-27,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-28,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-02-29,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-03-01,IRN,Bushehr,0,1,1,1,0,0,0,0,0.0,0.0,0,1163400.0
2020-03-02,IRN,Bushehr,0,1,1,1,0,0,0,0,,,0,1163400.0
2020-03-03,IRN,Bushehr,0,1,1,1,1,0,0,0,,,0,1163400.0
2020-03-04,IRN,Bushehr,0,1,1,1,1,0,0,0,0.0,0.0,0,1163400.0
2020-03-05,IRN,Bushehr,1,1,1,1,1,0,0,0,3,3.0,3,1163400.0
2020-03-06,IRN,Bushehr,1,1,1,1,1,0,0,0,6,5.0,5,1163400.0
2020-03-07,IRN,Bushehr,1,1,1,1,1,0,0,0,9,8.0,8,1163400.0
2020-03-08,IRN,Bushehr,1,1,1,1,1,0,0,0,12,10.0,10,1163400.0
2020-03-09,IRN,Bushehr,1,1,1,1,1,0,0,0,15,11.0,11,1163400.0
2020-03-10,IRN,Bushehr,1,1,1,1,1,0,0,0,18,18.0,18,1163400.0
2020-03-11,IRN,Bushehr,1,1,1,1,1,0,0,0,21,18.0,18,1163400.0
2020-03-12,IRN,Bushehr,1,1,1,1,1,0,0,0,24,21.0,21,1163400.0
2020-03-13,IRN,Bushehr,1,1,1,1,1,1,1,0,27,21.0,21,1163400.0
2020-03-14,IRN,Bushehr,1,1,1,1,1,1,1,0,30,28.0,28,1163400.0
2020-03-15,IRN,Bushehr,1,1,1,1,1,1,1,0,33,34.0,34,1163400.0
2020-03-16,IRN,Bushehr,1,1,1,1,1,1,1,0,36,38.0,38,1163400.0
2020-03-17,IRN,Bushehr,1,1,1,1,1,1,1,0,40,42.0,42,1163400.0
2020-03-18,IRN,Bushehr,1,1,1,1,1,1,1,0,43,46.0,46,1163400.0
2020-03-19,IRN,Bushehr,1,1,1,1,1,1,1,0,46,54.0,54,1163400.0
2020-03-20,IRN,Bushehr,1,1,1,1,1,1,1,0,49,55.0,55,1163400.0
2020-03-21,IRN,Bushehr,1,1,1,1,1,1,1,0,52,55.0,55,1163400.0
2020-03-22,IRN,Bushehr,1,1,1,1,1,1,1,0,55,55.0,55,1163400.0
2020-02-19,IRN,Chahar Mahall and Bakhtiari,0,0,0,0,0,0,0,0,0.0,0.0,0,947763.0
2020-02-20,IRN,Chahar Mahall and Bakhtiari,0,0,0,0,0,0,0,0,0.0,0.0,0,947763.0
2020-02-21,IRN,Chahar Mahall and Bakhtiari,0,0,0,0,0,0,0,0,0.0,0.0,0,947763.0
2020-02-22,IRN,Chahar Mahall and Bakhtiari,0,0,1,0,0,0,0,0,0.0,0.0,0,947763.0
2020-02-23,IRN,Chahar Mahall and Bakhtiari,0,0,1,0,0,0,0,0,0.0,0.0,0,947763.0
2020-02-24,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-02-25,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-02-26,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-02-27,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-02-28,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-02-29,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-03-01,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,0,0,0,0,0.0,0.0,0,947763.0
2020-03-02,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,0,0,0,0,,,0,947763.0
2020-03-03,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,1,0,0,0,,,0,947763.0
2020-03-04,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,1,0,0,0,1,1.0,1,947763.0
2020-03-05,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,2,9.0,9,947763.0
2020-03-06,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,3,14.0,14,947763.0
2020-03-07,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,5,16.0,16,947763.0
2020-03-08,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,6,21.0,21,947763.0
2020-03-09,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,8,26.0,26,947763.0
2020-03-10,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,10,37.0,37,947763.0
2020-03-11,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,13,38.0,38,947763.0
2020-03-12,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,15,49.0,49,947763.0
2020-03-13,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,18,49.0,49,947763.0
2020-03-14,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,21,49.0,49,947763.0
2020-03-15,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,25,49.0,49,947763.0
2020-03-16,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,29,52.0,52,947763.0
2020-03-17,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,34,54.0,54,947763.0
2020-03-18,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,39,58.0,58,947763.0
2020-03-19,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,45,61.0,61,947763.0
2020-03-20,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,52,64.0,64,947763.0
2020-03-21,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,59,66.0,66,947763.0
2020-03-22,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,1,1,0,68,68.0,68,947763.0
2020-02-19,IRN,East Azarbaijan,0,0,0,0,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-20,IRN,East Azarbaijan,0,0,0,0,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-21,IRN,East Azarbaijan,0,0,0,0,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-22,IRN,East Azarbaijan,0,0,1,0,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-23,IRN,East Azarbaijan,0,0,1,0,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-24,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-25,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-26,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,0.0,0.0,0,3909652.0
2020-02-27,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,2,2.0,2,3909652.0
2020-02-28,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,4,6.0,6,3909652.0
2020-02-29,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,7,12.0,12,3909652.0
2020-03-01,IRN,East Azarbaijan,0,1,1,1,0,0,0,0,11,12.0,12,3909652.0
2020-03-02,IRN,East Azarbaijan,0,1,1,1,0,0,0,0,15,,12,3909652.0
2020-03-03,IRN,East Azarbaijan,0,1,1,1,1,0,0,0,19,,12,3909652.0
2020-03-04,IRN,East Azarbaijan,0,1,1,1,1,0,0,0,25,21.0,21,3909652.0
2020-03-05,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,32,31.0,31,3909652.0
2020-03-06,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,40,41.0,41,3909652.0
2020-03-07,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,49,43.0,43,3909652.0
2020-03-08,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,60,73.0,73,3909652.0
2020-03-09,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,73,95.0,95,3909652.0
2020-03-10,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,89,112.0,112,3909652.0
2020-03-11,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,108,141.0,141,3909652.0
2020-03-12,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,130,148.0,148,3909652.0
2020-03-13,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,157,245.0,245,3909652.0
2020-03-14,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,188,304.0,304,3909652.0
2020-03-15,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,226,340.0,340,3909652.0
2020-03-16,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,270,375.0,375,3909652.0
2020-03-17,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,323,453.0,453,3909652.0
2020-03-18,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,386,537.0,537,3909652.0
2020-03-19,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,460,595.0,595,3909652.0
2020-03-20,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,549,650.0,650,3909652.0
2020-03-21,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,654,722.0,722,3909652.0
2020-03-22,IRN,East Azarbaijan,1,1,1,1,1,1,1,0,779,779.0,779,3909652.0
2020-02-19,IRN,Esfahan,0,0,0,0,0,0,0,0,0.0,0.0,0,5120850.0
2020-02-20,IRN,Esfahan,0,0,0,0,0,0,0,0,0.0,0.0,0,5120850.0
2020-02-21,IRN,Esfahan,0,0,0,0,0,0,0,0,0.0,0.0,0,5120850.0
2020-02-22,IRN,Esfahan,0,0,1,0,0,0,0,0,0.0,0.0,0,5120850.0
2020-02-23,IRN,Esfahan,0,0,1,0,0,0,0,0,0.0,0.0,0,5120850.0
2020-02-24,IRN,Esfahan,0,0,1,1,0,0,0,0,2,2.0,2,5120850.0
2020-02-25,IRN,Esfahan,0,0,1,1,0,0,0,0,4,2.0,2,5120850.0
2020-02-26,IRN,Esfahan,0,0,1,1,0,0,0,0,7,2.0,2,5120850.0
2020-02-27,IRN,Esfahan,0,0,1,1,0,0,0,0,11,10.0,10,5120850.0
2020-02-28,IRN,Esfahan,0,0,1,1,0,0,0,0,15,20.0,20,5120850.0
2020-02-29,IRN,Esfahan,0,0,1,1,0,0,0,0,20,32.0,32,5120850.0
2020-03-01,IRN,Esfahan,0,1,1,1,0,0,0,0,26,45.0,45,5120850.0
2020-03-02,IRN,Esfahan,0,1,1,1,0,0,0,0,34,,63,5120850.0
2020-03-03,IRN,Esfahan,0,1,1,1,1,0,0,0,43,,91,5120850.0
2020-03-04,IRN,Esfahan,0,1,1,1,1,0,0,0,54,45.0,91,5120850.0
2020-03-05,IRN,Esfahan,1,1,1,1,1,0,0,0,67,163.0,209,5120850.0
2020-03-06,IRN,Esfahan,1,1,1,1,1,1,0,0,83,313.0,359,5120850.0
2020-03-07,IRN,Esfahan,1,1,1,1,1,1,0,0,103,409.0,455,5120850.0
2020-03-08,IRN,Esfahan,1,1,1,1,1,1,0,0,126,489.0,535,5120850.0
2020-03-09,IRN,Esfahan,1,1,1,1,1,1,0,0,154,526.0,572,5120850.0
2020-03-10,IRN,Esfahan,1,1,1,1,1,1,0,0,188,543.0,589,5120850.0
2020-03-11,IRN,Esfahan,1,1,1,1,1,1,0,0,230,713.0,759,5120850.0
2020-03-12,IRN,Esfahan,1,1,1,1,1,1,0,0,279,717.0,763,5120850.0
2020-03-13,IRN,Esfahan,1,1,1,1,1,1,1,0,339,827.0,873,5120850.0
2020-03-14,IRN,Esfahan,1,1,1,1,1,1,1,0,412,982.0,1028,5120850.0
2020-03-15,IRN,Esfahan,1,1,1,1,1,1,1,0,500,1108.0,1154,5120850.0
2020-03-16,IRN,Esfahan,1,1,1,1,1,1,1,0,606,1226.0,1272,5120850.0
2020-03-17,IRN,Esfahan,1,1,1,1,1,1,1,0,734,1301.0,1347,5120850.0
2020-03-18,IRN,Esfahan,1,1,1,1,1,1,1,0,889,1463.0,1509,5120850.0
2020-03-19,IRN,Esfahan,1,1,1,1,1,1,1,0,1076,1571.0,1617,5120850.0
2020-03-20,IRN,Esfahan,1,1,1,1,1,1,1,0,1301,1716.0,1762,5120850.0
2020-03-21,IRN,Esfahan,1,1,1,1,1,1,1,0,1574,1817.0,1863,5120850.0
2020-03-22,IRN,Esfahan,1,1,1,1,1,1,1,0,1904,1904.0,1950,5120850.0
2020-02-19,IRN,Fars,0,0,0,0,0,0,0,0,0.0,0.0,0,4851274.0
2020-02-20,IRN,Fars,0,0,0,0,0,0,0,0,0.0,0.0,0,4851274.0
2020-02-21,IRN,Fars,0,0,0,0,0,0,0,0,0.0,0.0,0,4851274.0
2020-02-22,IRN,Fars,0,0,1,0,0,0,0,0,0.0,0.0,0,4851274.0
2020-02-23,IRN,Fars,0,0,1,0,0,0,0,0,0.0,0.0,0,4851274.0
2020-02-24,IRN,Fars,0,0,1,1,0,0,0,0,0.0,0.0,0,4851274.0
2020-02-25,IRN,Fars,0,0,1,1,0,0,0,0,1,1.0,1,4851274.0
2020-02-26,IRN,Fars,0,0,1,1,0,0,0,0,2,3.0,3,4851274.0
2020-02-27,IRN,Fars,0,0,1,1,0,0,0,0,4,3.0,3,4851274.0
2020-02-28,IRN,Fars,0,0,1,1,0,0,0,0,5,3.0,3,4851274.0
2020-02-29,IRN,Fars,0,0,1,1,0,0,0,0,7,11.0,11,4851274.0
2020-03-01,IRN,Fars,0,1,1,1,0,0,0,0,9,19.0,19,4851274.0
2020-03-02,IRN,Fars,0,1,1,1,0,0,0,0,12,,30,4851274.0
2020-03-03,IRN,Fars,0,1,1,1,1,0,0,0,15,,47,4851274.0
2020-03-04,IRN,Fars,0,1,1,1,1,0,0,0,19,33.0,61,4851274.0
2020-03-05,IRN,Fars,1,1,1,1,1,0,0,0,24,52.0,80,4851274.0
2020-03-06,IRN,Fars,1,1,1,1,1,0,0,0,29,65.0,93,4851274.0
2020-03-07,IRN,Fars,1,1,1,1,1,0,0,0,35,79.0,107,4851274.0
2020-03-08,IRN,Fars,1,1,1,1,1,0,0,0,43,88.0,116,4851274.0
2020-03-09,IRN,Fars,1,1,1,1,1,0,0,0,51,117.0,145,4851274.0
2020-03-10,IRN,Fars,1,1,1,1,1,0,0,0,62,135.0,163,4851274.0
2020-03-11,IRN,Fars,1,1,1,1,1,0,0,0,74,154.0,182,4851274.0
2020-03-12,IRN,Fars,1,1,1,1,1,0,0,0,88,183.0,211,4851274.0
2020-03-13,IRN,Fars,1,1,1,1,1,1,1,0,105,216.0,244,4851274.0
2020-03-14,IRN,Fars,1,1,1,1,1,1,1,0,125,227.0,255,4851274.0
2020-03-15,IRN,Fars,1,1,1,1,1,1,1,0,149,236.0,264,4851274.0
2020-03-16,IRN,Fars,1,1,1,1,1,1,1,0,177,279.0,307,4851274.0
2020-03-17,IRN,Fars,1,1,1,1,1,1,1,0,210,310.0,338,4851274.0
2020-03-18,IRN,Fars,1,1,1,1,1,1,1,0,249,370.0,398,4851274.0
2020-03-19,IRN,Fars,1,1,1,1,1,1,1,0,295,391.0,419,4851274.0
2020-03-20,IRN,Fars,1,1,1,1,1,1,1,0,349,441.0,469,4851274.0
2020-03-21,IRN,Fars,1,1,1,1,1,1,1,0,413,463.0,491,4851274.0
2020-03-22,IRN,Fars,1,1,1,1,1,1,1,0,489,489.0,517,4851274.0
2020-02-19,IRN,Gilan,0,0,0,0,0,0,0,0,0.0,0.0,0,2530696.0
2020-02-20,IRN,Gilan,0,0,0,0,0,0,0,0,0.0,0.0,0,2530696.0
2020-02-21,IRN,Gilan,0,0,0,0,0,0,0,0,2,2.0,2,2530696.0
2020-02-22,IRN,Gilan,0,0,1,0,0,0,0,0,4,2.0,2,2530696.0
2020-02-23,IRN,Gilan,1,0,1,0,0,0,0,0,7,4.0,4,2530696.0
2020-02-24,IRN,Gilan,1,0,1,1,0,0,0,0,10,6.0,6,2530696.0
2020-02-25,IRN,Gilan,1,0,1,1,0,0,0,0,14,8.0,8,2530696.0
2020-02-26,IRN,Gilan,1,0,1,1,0,0,0,0,18,9.0,9,2530696.0
2020-02-27,IRN,Gilan,1,0,1,1,0,0,0,0,22,32.0,32,2530696.0
2020-02-28,IRN,Gilan,1,0,1,1,0,0,0,0,28,57.0,57,2530696.0
2020-02-29,IRN,Gilan,1,0,1,1,0,0,0,0,34,74.0,74,2530696.0
2020-03-01,IRN,Gilan,1,1,1,1,0,0,0,0,41,102.0,102,2530696.0
2020-03-02,IRN,Gilan,1,1,1,1,0,0,0,0,50,,140,2530696.0
2020-03-03,IRN,Gilan,1,1,1,1,1,0,0,0,59,,201,2530696.0
2020-03-04,IRN,Gilan,1,1,1,1,1,0,0,0,70,137.0,236,2530696.0
2020-03-05,IRN,Gilan,1,1,1,1,1,0,0,0,83,217.0,316,2530696.0
2020-03-06,IRN,Gilan,1,1,1,1,1,1,0,0,98,308.0,407,2530696.0
2020-03-07,IRN,Gilan,1,1,1,1,1,1,0,0,115,378.0,477,2530696.0
2020-03-08,IRN,Gilan,1,1,1,1,1,1,0,0,134,380.0,479,2530696.0
2020-03-09,IRN,Gilan,1,1,1,1,1,1,0,0,157,408.0,507,2530696.0
2020-03-10,IRN,Gilan,1,1,1,1,1,1,0,0,183,408.0,507,2530696.0
