date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_original,cum_confirmed_cases_imputed,population
2020-03-09,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,0,0,0,30,9.0,9,713052.0
2020-03-10,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,0,0,0,33,11.0,11,713052.0
2020-03-11,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,0,0,0,36,11.0,11,713052.0
2020-03-12,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,0,0,0,39,26.0,26,713052.0
2020-03-13,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,42,26.0,26,713052.0
2020-03-14,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,45,26.0,26,713052.0
2020-03-15,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,48,27.0,27,713052.0
2020-03-16,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,52,32.0,32,713052.0
2020-03-17,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,55,32.0,32,713052.0
2020-03-18,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,58,45.0,45,713052.0
2020-03-19,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,62,60.0,60,713052.0
2020-03-20,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,65,61.0,61,713052.0
2020-03-21,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,69,73.0,73,713052.0
2020-03-22,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,1,1,0,73,73.0,73,713052.0
2020-02-19,IRN,Kordestan,0,0,0,0,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-20,IRN,Kordestan,0,0,0,0,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-21,IRN,Kordestan,0,0,0,0,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-22,IRN,Kordestan,0,0,1,0,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-23,IRN,Kordestan,1,0,1,0,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-24,IRN,Kordestan,1,0,1,1,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-25,IRN,Kordestan,1,0,1,1,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-26,IRN,Kordestan,1,0,1,1,0,0,0,0,0.0,0.0,0,1603011.0
2020-02-27,IRN,Kordestan,1,0,1,1,0,0,0,0,1,1.0,1,1603011.0
2020-02-28,IRN,Kordestan,1,0,1,1,0,0,0,0,2,3.0,3,1603011.0
2020-02-29,IRN,Kordestan,1,0,1,1,0,0,0,0,3,8.0,8,1603011.0
2020-03-01,IRN,Kordestan,1,1,1,1,0,0,0,0,5,8.0,8,1603011.0
2020-03-02,IRN,Kordestan,1,1,1,1,0,0,0,0,7,,8,1603011.0
2020-03-03,IRN,Kordestan,1,1,1,1,1,0,0,0,9,,8,1603011.0
2020-03-04,IRN,Kordestan,1,1,1,1,1,0,0,0,11,12.0,12,1603011.0
2020-03-05,IRN,Kordestan,1,1,1,1,1,0,0,0,14,18.0,18,1603011.0
2020-03-06,IRN,Kordestan,1,1,1,1,1,0,0,0,17,42.0,42,1603011.0
2020-03-07,IRN,Kordestan,1,1,1,1,1,0,0,0,21,44.0,44,1603011.0
2020-03-08,IRN,Kordestan,1,1,1,1,1,0,0,0,25,63.0,63,1603011.0
2020-03-09,IRN,Kordestan,1,1,1,1,1,0,0,0,30,66.0,66,1603011.0
2020-03-10,IRN,Kordestan,1,1,1,1,1,0,0,0,36,78.0,78,1603011.0
2020-03-11,IRN,Kordestan,1,1,1,1,1,0,0,0,43,84.0,84,1603011.0
2020-03-12,IRN,Kordestan,1,1,1,1,1,0,0,0,50,93.0,93,1603011.0
2020-03-13,IRN,Kordestan,1,1,1,1,1,1,1,0,59,102.0,102,1603011.0
2020-03-14,IRN,Kordestan,1,1,1,1,1,1,1,0,70,107.0,107,1603011.0
2020-03-15,IRN,Kordestan,1,1,1,1,1,1,1,0,82,134.0,134,1603011.0
2020-03-16,IRN,Kordestan,1,1,1,1,1,1,1,0,95,165.0,165,1603011.0
2020-03-17,IRN,Kordestan,1,1,1,1,1,1,1,0,111,167.0,167,1603011.0
2020-03-18,IRN,Kordestan,1,1,1,1,1,1,1,0,130,189.0,189,1603011.0
2020-03-19,IRN,Kordestan,1,1,1,1,1,1,1,0,151,200.0,200,1603011.0
2020-03-20,IRN,Kordestan,1,1,1,1,1,1,1,0,176,215.0,215,1603011.0
2020-03-21,IRN,Kordestan,1,1,1,1,1,1,1,0,205,222.0,222,1603011.0
2020-03-22,IRN,Kordestan,1,1,1,1,1,1,1,0,238,238.0,238,1603011.0
2020-02-19,IRN,Lorestan,0,0,0,0,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-20,IRN,Lorestan,0,0,0,0,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-21,IRN,Lorestan,0,0,0,0,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-22,IRN,Lorestan,0,0,1,0,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-23,IRN,Lorestan,0,0,1,0,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-24,IRN,Lorestan,0,0,1,1,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-25,IRN,Lorestan,0,0,1,1,0,0,0,0,0.0,0.0,0,1760649.0
2020-02-26,IRN,Lorestan,0,0,1,1,0,0,0,0,1,1.0,1,1760649.0
2020-02-27,IRN,Lorestan,0,0,1,1,0,0,0,0,2,4.0,4,1760649.0
2020-02-28,IRN,Lorestan,0,0,1,1,0,0,0,0,4,4.0,4,1760649.0
2020-02-29,IRN,Lorestan,0,0,1,1,0,0,0,0,5,4.0,4,1760649.0
2020-03-01,IRN,Lorestan,0,1,1,1,0,0,0,0,7,12.0,12,1760649.0
2020-03-02,IRN,Lorestan,0,1,1,1,0,0,0,0,10,,23,1760649.0
2020-03-03,IRN,Lorestan,0,1,1,1,1,0,0,0,12,,40,1760649.0
2020-03-04,IRN,Lorestan,0,1,1,1,1,0,0,0,16,17.0,45,1760649.0
2020-03-05,IRN,Lorestan,1,1,1,1,1,0,0,0,20,28.0,56,1760649.0
2020-03-06,IRN,Lorestan,1,1,1,1,1,0,0,0,25,78.0,106,1760649.0
2020-03-07,IRN,Lorestan,1,1,1,1,1,0,0,0,30,105.0,133,1760649.0
2020-03-08,IRN,Lorestan,1,1,1,1,1,0,0,0,37,142.0,170,1760649.0
2020-03-09,IRN,Lorestan,1,1,1,1,1,0,0,0,45,149.0,177,1760649.0
2020-03-10,IRN,Lorestan,1,1,1,1,1,0,0,0,55,174.0,202,1760649.0
2020-03-11,IRN,Lorestan,1,1,1,1,1,0,0,0,66,183.0,211,1760649.0
2020-03-12,IRN,Lorestan,1,1,1,1,1,0,0,0,79,208.0,236,1760649.0
2020-03-13,IRN,Lorestan,1,1,1,1,1,1,1,0,95,233.0,261,1760649.0
2020-03-14,IRN,Lorestan,1,1,1,1,1,1,1,0,114,235.0,263,1760649.0
2020-03-15,IRN,Lorestan,1,1,1,1,1,1,1,0,137,287.0,315,1760649.0
2020-03-16,IRN,Lorestan,1,1,1,1,1,1,1,0,164,287.0,315,1760649.0
2020-03-17,IRN,Lorestan,1,1,1,1,1,1,1,0,196,322.0,350,1760649.0
2020-03-18,IRN,Lorestan,1,1,1,1,1,1,1,0,234,361.0,389,1760649.0
2020-03-19,IRN,Lorestan,1,1,1,1,1,1,1,0,280,398.0,426,1760649.0
2020-03-20,IRN,Lorestan,1,1,1,1,1,1,1,0,334,407.0,435,1760649.0
2020-03-21,IRN,Lorestan,1,1,1,1,1,1,1,0,398,441.0,469,1760649.0
2020-03-22,IRN,Lorestan,1,1,1,1,1,1,1,0,474,474.0,502,1760649.0
2020-02-19,IRN,Markazi,0,0,0,0,0,0,0,0,0.0,0.0,0,1429475.0
2020-02-20,IRN,Markazi,0,0,0,0,0,0,0,0,1,1.0,1,1429475.0
2020-02-21,IRN,Markazi,0,0,0,0,0,0,0,0,2,1.0,1,1429475.0
2020-02-22,IRN,Markazi,0,0,1,0,0,0,0,0,4,1.0,1,1429475.0
2020-02-23,IRN,Markazi,1,0,1,0,0,0,0,0,5,2.0,2,1429475.0
2020-02-24,IRN,Markazi,1,0,1,1,0,0,0,0,7,4.0,4,1429475.0
2020-02-25,IRN,Markazi,1,0,1,1,0,0,0,0,9,4.0,4,1429475.0
2020-02-26,IRN,Markazi,1,0,1,1,0,0,0,0,12,5.0,5,1429475.0
2020-02-27,IRN,Markazi,1,0,1,1,0,0,0,0,15,5.0,5,1429475.0
2020-02-28,IRN,Markazi,1,0,1,1,0,0,0,0,18,5.0,5,1429475.0
2020-02-29,IRN,Markazi,1,0,1,1,0,0,0,0,22,23.0,23,1429475.0
2020-03-01,IRN,Markazi,1,1,1,1,0,0,0,0,27,67.0,67,1429475.0
2020-03-02,IRN,Markazi,1,1,1,1,0,0,0,0,32,,127,1429475.0
2020-03-03,IRN,Markazi,1,1,1,1,1,0,0,0,38,,222,1429475.0
2020-03-04,IRN,Markazi,1,1,1,1,1,0,0,0,46,75.0,230,1429475.0
2020-03-05,IRN,Markazi,1,1,1,1,1,0,0,0,54,106.0,261,1429475.0
2020-03-06,IRN,Markazi,1,1,1,1,1,0,0,0,64,154.0,309,1429475.0
2020-03-07,IRN,Markazi,1,1,1,1,1,0,0,0,76,191.0,346,1429475.0
2020-03-08,IRN,Markazi,1,1,1,1,1,0,0,0,89,261.0,416,1429475.0
2020-03-09,IRN,Markazi,1,1,1,1,1,0,0,0,105,315.0,470,1429475.0
2020-03-10,IRN,Markazi,1,1,1,1,1,0,0,0,123,342.0,497,1429475.0
2020-03-11,IRN,Markazi,1,1,1,1,1,0,0,0,145,373.0,528,1429475.0
2020-03-12,IRN,Markazi,1,1,1,1,1,0,0,0,170,461.0,616,1429475.0
2020-03-13,IRN,Markazi,1,1,1,1,1,1,1,0,199,509.0,664,1429475.0
2020-03-14,IRN,Markazi,1,1,1,1,1,1,1,0,233,624.0,779,1429475.0
2020-03-15,IRN,Markazi,1,1,1,1,1,1,1,0,272,624.0,779,1429475.0
2020-03-16,IRN,Markazi,1,1,1,1,1,1,1,0,319,638.0,793,1429475.0
2020-03-17,IRN,Markazi,1,1,1,1,1,1,1,0,372,685.0,840,1429475.0
2020-03-18,IRN,Markazi,1,1,1,1,1,1,1,0,435,708.0,863,1429475.0
2020-03-19,IRN,Markazi,1,1,1,1,1,1,1,0,508,755.0,910,1429475.0
2020-03-20,IRN,Markazi,1,1,1,1,1,1,1,0,593,772.0,927,1429475.0
2020-03-21,IRN,Markazi,1,1,1,1,1,1,1,0,692,772.0,927,1429475.0
2020-03-22,IRN,Markazi,1,1,1,1,1,1,1,0,808,808.0,963,1429475.0
2020-02-19,IRN,Mazandaran,0,0,0,0,0,0,0,0,0.0,0.0,0,3283582.0
2020-02-20,IRN,Mazandaran,0,0,0,0,0,0,0,0,0.0,0.0,0,3283582.0
2020-02-21,IRN,Mazandaran,0,0,0,0,0,0,0,0,0.0,0.0,0,3283582.0
2020-02-22,IRN,Mazandaran,0,0,1,0,0,0,0,0,0.0,0.0,0,3283582.0
2020-02-23,IRN,Mazandaran,1,0,1,0,0,0,0,0,1,1.0,1,3283582.0
2020-02-24,IRN,Mazandaran,1,0,1,1,0,0,0,0,2,1.0,1,3283582.0
2020-02-25,IRN,Mazandaran,1,0,1,1,0,0,0,0,4,3.0,3,3283582.0
2020-02-26,IRN,Mazandaran,1,0,1,1,0,0,0,0,6,4.0,4,3283582.0
2020-02-27,IRN,Mazandaran,1,0,1,1,0,0,0,0,8,11.0,11,3283582.0
2020-02-28,IRN,Mazandaran,1,0,1,1,0,0,0,0,11,20.0,20,3283582.0
2020-02-29,IRN,Mazandaran,1,0,1,1,0,0,0,0,14,32.0,32,3283582.0
2020-03-01,IRN,Mazandaran,1,1,1,1,0,0,0,0,18,43.0,43,3283582.0
2020-03-02,IRN,Mazandaran,1,1,1,1,0,0,0,0,23,,58,3283582.0
2020-03-03,IRN,Mazandaran,1,1,1,1,1,0,0,0,30,,82,3283582.0
2020-03-04,IRN,Mazandaran,1,1,1,1,1,0,0,0,38,52.0,91,3283582.0
2020-03-05,IRN,Mazandaran,1,1,1,1,1,0,0,0,47,102.0,141,3283582.0
2020-03-06,IRN,Mazandaran,1,1,1,1,1,0,0,0,59,282.0,321,3283582.0
2020-03-07,IRN,Mazandaran,1,1,1,1,1,0,0,0,73,587.0,626,3283582.0
2020-03-08,IRN,Mazandaran,1,1,1,1,1,0,0,0,91,601.0,640,3283582.0
2020-03-09,IRN,Mazandaran,1,1,1,1,1,0,0,0,113,614.0,653,3283582.0
2020-03-10,IRN,Mazandaran,1,1,1,1,1,0,0,0,139,867.0,906,3283582.0
2020-03-11,IRN,Mazandaran,1,1,1,1,1,0,0,0,172,899.0,938,3283582.0
2020-03-12,IRN,Mazandaran,1,1,1,1,1,0,0,0,212,978.0,1017,3283582.0
2020-03-13,IRN,Mazandaran,1,1,1,1,1,1,1,0,262,1170.0,1209,3283582.0
2020-03-14,IRN,Mazandaran,1,1,1,1,1,1,1,0,322,1187.0,1226,3283582.0
2020-03-15,IRN,Mazandaran,1,1,1,1,1,1,1,0,396,1259.0,1298,3283582.0
2020-03-16,IRN,Mazandaran,1,1,1,1,1,1,1,0,488,1355.0,1394,3283582.0
2020-03-17,IRN,Mazandaran,1,1,1,1,1,1,1,0,600,1414.0,1453,3283582.0
2020-03-18,IRN,Mazandaran,1,1,1,1,1,1,1,0,737,1475.0,1514,3283582.0
2020-03-19,IRN,Mazandaran,1,1,1,1,1,1,1,0,906,1533.0,1572,3283582.0
2020-03-20,IRN,Mazandaran,1,1,1,1,1,1,1,0,1114,1617.0,1656,3283582.0
2020-03-21,IRN,Mazandaran,1,1,1,1,1,1,1,0,1368,1645.0,1684,3283582.0
2020-03-22,IRN,Mazandaran,1,1,1,1,1,1,1,0,1681,1681.0,1720,3283582.0
2020-02-19,IRN,North Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,863092.0
2020-02-20,IRN,North Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,863092.0
2020-02-21,IRN,North Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,863092.0
2020-02-22,IRN,North Khorasan,0,0,1,0,0,0,0,0,0.0,0.0,0,863092.0
2020-02-23,IRN,North Khorasan,0,0,1,0,0,0,0,0,0.0,0.0,0,863092.0
2020-02-24,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-02-25,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-02-26,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-02-27,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-02-28,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-02-29,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-03-01,IRN,North Khorasan,0,1,1,1,0,0,0,0,0.0,0.0,0,863092.0
2020-03-02,IRN,North Khorasan,0,1,1,1,0,0,0,0,,,0,863092.0
2020-03-03,IRN,North Khorasan,0,1,1,1,1,0,0,0,,,0,863092.0
2020-03-04,IRN,North Khorasan,0,1,1,1,1,0,0,0,1,1.0,1,863092.0
2020-03-05,IRN,North Khorasan,1,1,1,1,1,0,0,0,2,3.0,3,863092.0
2020-03-06,IRN,North Khorasan,1,1,1,1,1,0,0,0,4,15.0,15,863092.0
2020-03-07,IRN,North Khorasan,1,1,1,1,1,0,0,0,5,23.0,23,863092.0
2020-03-08,IRN,North Khorasan,1,1,1,1,1,0,0,0,8,24.0,24,863092.0
2020-03-09,IRN,North Khorasan,1,1,1,1,1,0,0,0,10,34.0,34,863092.0
2020-03-10,IRN,North Khorasan,1,1,1,1,1,0,0,0,13,34.0,34,863092.0
2020-03-11,IRN,North Khorasan,1,1,1,1,1,0,0,0,17,45.0,45,863092.0
2020-03-12,IRN,North Khorasan,1,1,1,1,1,0,0,0,21,45.0,45,863092.0
2020-03-13,IRN,North Khorasan,1,1,1,1,1,1,1,0,27,45.0,45,863092.0
2020-03-14,IRN,North Khorasan,1,1,1,1,1,1,1,0,33,46.0,46,863092.0
2020-03-15,IRN,North Khorasan,1,1,1,1,1,1,1,0,41,52.0,52,863092.0
2020-03-16,IRN,North Khorasan,1,1,1,1,1,1,1,0,50,97.0,97,863092.0
2020-03-17,IRN,North Khorasan,1,1,1,1,1,1,1,0,62,100.0,100,863092.0
2020-03-18,IRN,North Khorasan,1,1,1,1,1,1,1,0,76,100.0,100,863092.0
2020-03-19,IRN,North Khorasan,1,1,1,1,1,1,1,0,92,121.0,121,863092.0
2020-03-20,IRN,North Khorasan,1,1,1,1,1,1,1,0,112,138.0,138,863092.0
2020-03-21,IRN,North Khorasan,1,1,1,1,1,1,1,0,136,139.0,139,863092.0
2020-03-22,IRN,North Khorasan,1,1,1,1,1,1,1,0,165,165.0,165,863092.0
2020-02-19,IRN,Qazvin,0,0,0,0,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-20,IRN,Qazvin,0,0,0,0,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-21,IRN,Qazvin,0,0,0,0,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-22,IRN,Qazvin,0,0,1,0,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-23,IRN,Qazvin,1,0,1,0,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-24,IRN,Qazvin,1,0,1,1,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-25,IRN,Qazvin,1,0,1,1,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-26,IRN,Qazvin,1,0,1,1,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-27,IRN,Qazvin,1,0,1,1,0,0,0,0,0.0,0.0,0,1273761.0
2020-02-28,IRN,Qazvin,1,0,1,1,0,0,0,0,2,2.0,2,1273761.0
2020-02-29,IRN,Qazvin,1,0,1,1,0,0,0,0,4,8.0,8,1273761.0
2020-03-01,IRN,Qazvin,1,1,1,1,0,0,0,0,7,8.0,8,1273761.0
2020-03-02,IRN,Qazvin,1,1,1,1,0,0,0,0,11,,8,1273761.0
2020-03-03,IRN,Qazvin,1,1,1,1,1,0,0,0,14,,8,1273761.0
2020-03-04,IRN,Qazvin,1,1,1,1,1,0,0,0,19,33.0,33,1273761.0
2020-03-05,IRN,Qazvin,1,1,1,1,1,0,0,0,25,64.0,64,1273761.0
2020-03-06,IRN,Qazvin,1,1,1,1,1,0,0,0,31,129.0,129,1273761.0
2020-03-07,IRN,Qazvin,1,1,1,1,1,0,0,0,39,131.0,131,1273761.0
2020-03-08,IRN,Qazvin,1,1,1,1,1,0,0,0,48,160.0,160,1273761.0
2020-03-09,IRN,Qazvin,1,1,1,1,1,0,0,0,59,200.0,200,1273761.0
2020-03-10,IRN,Qazvin,1,1,1,1,1,0,0,0,72,210.0,210,1273761.0
2020-03-11,IRN,Qazvin,1,1,1,1,1,0,0,0,87,237.0,237,1273761.0
2020-03-12,IRN,Qazvin,1,1,1,1,1,0,0,0,105,279.0,279,1273761.0
2020-03-13,IRN,Qazvin,1,1,1,1,1,1,1,0,127,291.0,291,1273761.0
2020-03-14,IRN,Qazvin,1,1,1,1,1,1,1,0,152,338.0,338,1273761.0
2020-03-15,IRN,Qazvin,1,1,1,1,1,1,1,0,182,360.0,360,1273761.0
2020-03-16,IRN,Qazvin,1,1,1,1,1,1,1,0,218,400.0,400,1273761.0
2020-03-17,IRN,Qazvin,1,1,1,1,1,1,1,0,260,426.0,426,1273761.0
2020-03-18,IRN,Qazvin,1,1,1,1,1,1,1,0,310,479.0,479,1273761.0
2020-03-19,IRN,Qazvin,1,1,1,1,1,1,1,0,370,526.0,526,1273761.0
2020-03-20,IRN,Qazvin,1,1,1,1,1,1,1,0,440,534.0,534,1273761.0
2020-03-21,IRN,Qazvin,1,1,1,1,1,1,1,0,523,593.0,593,1273761.0
2020-03-22,IRN,Qazvin,1,1,1,1,1,1,1,0,622,622.0,622,1273761.0
2020-02-19,IRN,Qom,0,0,0,0,0,0,0,0,2,2.0,2,1292283.0
2020-02-20,IRN,Qom,1,1,0,0,0,0,0,0,4,4.0,4,1292283.0
2020-02-21,IRN,Qom,1,1,0,0,0,0,0,0,7,11.0,11,1292283.0
2020-02-22,IRN,Qom,1,1,1,0,0,0,0,0,10,19.0,19,1292283.0
2020-02-23,IRN,Qom,1,1,1,0,0,0,0,0,13,26.0,26,1292283.0
2020-02-24,IRN,Qom,1,1,1,1,0,0,0,0,17,34.0,34,1292283.0
2020-02-25,IRN,Qom,1,1,1,1,0,0,0,0,21,50.0,50,1292283.0
2020-02-26,IRN,Qom,1,1,1,1,0,0,0,0,26,65.0,65,1292283.0
2020-02-27,IRN,Qom,1,1,1,1,0,0,0,0,32,72.0,72,1292283.0
2020-02-28,IRN,Qom,1,1,1,1,0,0,0,0,39,88.0,88,1292283.0
2020-02-29,IRN,Qom,1,1,1,1,0,0,0,0,46,109.0,109,1292283.0
2020-03-01,IRN,Qom,1,1,1,1,0,0,0,0,55,139.0,139,1292283.0
2020-03-02,IRN,Qom,1,1,1,1,0,0,0,0,64,,180,1292283.0
2020-03-03,IRN,Qom,1,1,1,1,1,0,0,0,75,,245,1292283.0
2020-03-04,IRN,Qom,1,1,1,1,1,0,0,0,88,240.0,346,1292283.0
2020-03-05,IRN,Qom,1,1,1,1,1,0,0,0,102,272.0,378,1292283.0
2020-03-06,IRN,Qom,1,1,1,1,1,1,0,0,118,409.0,515,1292283.0
2020-03-07,IRN,Qom,1,1,1,1,1,1,0,0,137,554.0,660,1292283.0
2020-03-08,IRN,Qom,1,1,1,1,1,1,0,0,158,571.0,677,1292283.0
2020-03-09,IRN,Qom,1,1,1,1,1,1,0,0,182,598.0,704,1292283.0
2020-03-10,IRN,Qom,1,1,1,1,1,1,0,0,210,637.0,743,1292283.0
2020-03-11,IRN,Qom,1,1,1,1,1,1,0,0,241,690.0,796,1292283.0
2020-03-12,IRN,Qom,1,1,1,1,1,1,0,0,277,732.0,838,1292283.0
2020-03-13,IRN,Qom,1,1,1,1,1,1,1,0,317,774.0,880,1292283.0
2020-03-14,IRN,Qom,1,1,1,1,1,1,1,0,364,806.0,912,1292283.0
2020-03-15,IRN,Qom,1,1,1,1,1,1,1,0,417,890.0,996,1292283.0
2020-03-16,IRN,Qom,1,1,1,1,1,1,1,0,477,909.0,1015,1292283.0
2020-03-17,IRN,Qom,1,1,1,1,1,1,1,1,546,938.0,1044,1292283.0
2020-03-18,IRN,Qom,1,1,1,1,1,1,1,1,624,960.0,1066,1292283.0
2020-03-19,IRN,Qom,1,1,1,1,1,1,1,1,714,991.0,1097,1292283.0
2020-03-20,IRN,Qom,1,1,1,1,1,1,1,1,815,1027.0,1133,1292283.0
2020-03-21,IRN,Qom,1,1,1,1,1,1,1,1,932,1047.0,1153,1292283.0
2020-03-22,IRN,Qom,1,1,1,1,1,1,1,1,1064,1064.0,1170,1292283.0
2020-02-19,IRN,Razavi Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,6434501.0
2020-02-20,IRN,Razavi Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,6434501.0
2020-02-21,IRN,Razavi Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,6434501.0
2020-02-22,IRN,Razavi Khorasan,0,0,1,0,0,0,0,0,0.0,0.0,0,6434501.0
2020-02-23,IRN,Razavi Khorasan,0,0,1,0,0,0,0,0,0.0,0.0,0,6434501.0
2020-02-24,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,6434501.0
2020-02-25,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,1,1.0,1,6434501.0
2020-02-26,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,2,1.0,1,6434501.0
2020-02-27,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,4,2.0,2,6434501.0
2020-02-28,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,5,2.0,2,6434501.0
2020-02-29,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,8,2.0,2,6434501.0
2020-03-01,IRN,Razavi Khorasan,0,1,1,1,0,0,0,0,10,19.0,19,6434501.0
